SMILES,Solvent,Ex (nm),Em (nm),ST (nm),QY,¦Å (cm-1M-1),Log(¦Å),Reference
CCN(CC)c1ccc2c(ccc3c(-c4ccc(N(C)C)cc4O)c4ccc(=[N+](C)C)cc-4oc32)c1,O,574,666,92,0.002,56957,4.755547106,https://doi.org/10.1016/j.dyepig.2022.110152
CCN(CC)c1ccc2c(ccc3c(-c4ccc(N(C)C)cc4O)c4ccc(=[N+](C)C)cc-4oc32)c1,CCO,596,667,71,0.007,55260,4.742410881,https://doi.org/10.1016/j.dyepig.2022.110152
CCN(CC)c1ccc2c(ccc3c(-c4ccc(N(C)C)cc4O)c4ccc(=[N+](C)C)cc-4oc32)c1,CN(C)C=O,605,670,65,0.003,81996,4.913792667,https://doi.org/10.1016/j.dyepig.2022.110152
CCN(CC)c1ccc2c(ccc3cc4ccc(=[N+](C)C)cc-4oc32)c1,O,574,671,97,0.057,38016,4.579966419,https://doi.org/10.1016/j.dyepig.2022.110152
CCN(CC)c1ccc2c(ccc3cc4ccc(=[N+](C)C)cc-4oc32)c1,CCO,612,667,55,0.371,83760,4.923036669,https://doi.org/10.1016/j.dyepig.2022.110152
CCN(CC)c1ccc2c(ccc3cc4ccc(=[N+](C)C)cc-4oc32)c1,C(Cl)Cl,624,660,36,0.659,77483,4.889206427,https://doi.org/10.1016/j.dyepig.2022.110152
CCN(CC)c1ccc2c(ccc3cc4ccc(=[N+](C)C)cc-4oc32)c1,CN(C)C=O,610,677,67,0.386,16000,4.204119983,https://doi.org/10.1016/j.dyepig.2022.110152
CCN(CC)c1ccc2cc(/C=C3\CCCc4c3[o+]c3cc(N(CC)CC)ccc3c4-c3ccccc3C(=O)O)c(=O)oc2c1,O,620,770,150,0.007,28400,4.45331834,https://doi.org/10.1016/j.aca.2022.340443
CCN(CC)c1ccc2cc(/C=C3\CCCc4c3[o+]c3cc(N(CC)CC)ccc3c4-c3ccccc3C(=O)O)c(=O)oc2c1,C(Cl)Cl,678,797,119,0.07,39000,4.591064607,http://dx.doi.org/10.1016/j.jphotochem.2017.07.045
CCN(CC)c1ccc2cc3c([o+]c2c1)/C(=C/Nc1ccccc1)CCC3,CCO,605,647,42,0.18,42000,4.62324929,http://dx.doi.org/10.1016/j.dyepig.2014.06.021
CCN(CC)c1ccc2cc3c([o+]c2c1)/C(=C/Nc1ccccc1)CCC3,C(Cl)(Cl)Cl,616,642,26,0.22,64000,4.806179974,http://dx.doi.org/10.1016/j.dyepig.2014.06.021
CCN(CC)c1ccc2cc3c([o+]c2c1)/C(=C/Nc1ccccc1)CCC3,C(Cl)Cl,615,647,32,0.31,70000,4.84509804,http://dx.doi.org/10.1016/j.dyepig.2014.06.021
CCN(CC)c1ccc2cc3ccc(=[N+](CC)CC)cc-3oc2c1,CC#N,525,549,24,0.85,,,http://dx.doi.org/10.1016/j.jlumin.2013.07.066
CCN(CC)c1ccc2cc3ccc(=[N+](CC)CC)cc-3oc2c1,O,550,555,5,0.94,,,https://doi.org/10.1016/j.jlumin.2013.07.066
CCN(CC)c1ccc2cc3ccc(=[N+](CC)CC)cc-3oc2c1,CCO,526,557,31,0.95,,,http://dx.doi.org/10.1016/j.jlumin.2013.07.066
CCN(CC)c1ccc2cc3ccc(=[N+](CC)CC)cc-3oc2c1,CN(C)C=O,535,562,29,0.74,,,http://dx.doi.org/10.1016/j.jlumin.2013.07.066
CCN1/C(=C/C=C/C=C2/C(=O)c3ccccc3S2(=O)=O)Sc2ccccc21,O,598,617,19,,,,https://doi.org/10.1002/cmtd.202000068
CCN1/C(=C/C=C/C=C2C(=O)N(C)C(=S)N(C)C2=O)Sc2ccccc21,O,583,606,23,,,,https://doi.org/10.1002/cmtd.202000068
CCN1c2cc3[o+]c4cc(Cl)ccc4c(-c4ccccc4C(=O)O)c3cc2N(CC)C2CCCCC21,CC#N,489,690,201,0.015,62000,4.792391689,https://doi.org/10.1016/j.cclet.2021.06.038
CCN1c2cc3[o+]c4cc(Cl)ccc4c(-c4ccccc4C(=O)O)c3cc2N(CC)C2CCCCC21,CCO,491,685,194,0.014,67000,4.826074803,https://doi.org/10.1016/j.cclet.2021.06.038
CCN1c2cc3[o+]c4cc(Cl)ccc4c(-c4ccccc4C(=O)O)c3cc2N(CC)C2CCCCC21,C(Cl)Cl,492,665,173,0.13,68000,4.832508913,https://doi.org/10.1016/j.cclet.2021.06.038
CCN1c2cc3[o+]c4cc(Cl)ccc4c(-c4ccccc4C(=O)O)c3cc2N(CC)C2CCCCC21,O,485,690,205,0.01,65000,4.812913357,https://doi.org/10.1016/j.cclet.2021.06.038
CCN1c2cc3[o+]c4cc(Cl)ccc4c(-c4ccccc4C(=O)OC)c3cc2N(CC)C2CCCCC21,CCO,491,685,194,0.014,67000,4.826074803,https://doi.org/10.1016/j.cclet.2021.06.038
CCN1c2cc3[o+]c4cc(OC)ccc4c(-c4ccccc4C(=O)O)c3cc2N(CC)C2CCCCC21,O,534,685,151,0.021,70000,4.84509804,https://doi.org/10.1016/j.cclet.2021.06.038
CCN1c2cc3[o+]c4cc(OC)ccc4c(-c4ccccc4C(=O)O)c3cc2N(CC)C2CCCCC21,CCO,543,680,137,0.11,76000,4.880813592,https://doi.org/10.1016/j.cclet.2021.06.038
CCN1c2cc3[o+]c4cc(OC)ccc4c(-c4ccccc4C(=O)O)c3cc2N(CC)C2CCCCC21,CC#N,543,666,123,0.1,70000,4.84509804,https://doi.org/10.1016/j.cclet.2021.06.038
CCN1c2cc3[o+]c4cc(OC)ccc4c(-c4ccccc4C(=O)O)c3cc2N(CC)C2CCCCC21,C(Cl)Cl,548,653,105,0.31,73000,4.86332286,https://doi.org/10.1016/j.cclet.2021.06.038
CCN1c2cc3[o+]c4cc(OC)ccc4c(-c4ccccc4C(=O)OC)c3cc2N(CC)C2CCCCC21,CCO,543,680,137,0.11,76000,4.880813592,https://doi.org/10.1016/j.cclet.2021.06.038
CCN1c2cc3[o+]c4ccccc4c(-c4ccccc4C(=O)O)c3cc2N(CC)C2CCCCC21,CC#N,483,685,202,0.032,66000,4.819543936,https://doi.org/10.1016/j.cclet.2021.06.038
CCN1c2cc3[o+]c4ccccc4c(-c4ccccc4C(=O)O)c3cc2N(CC)C2CCCCC21,O,483,686,203,0.01,66000,4.819543936,https://doi.org/10.1016/j.cclet.2021.06.038
CCN1c2cc3[o+]c4ccccc4c(-c4ccccc4C(=O)O)c3cc2N(CC)C2CCCCC21,CCO,487,680,193,0.035,66000,4.819543936,https://doi.org/10.1016/j.cclet.2021.06.038
CCN1c2cc3[o+]c4ccccc4c(-c4ccccc4C(=O)O)c3cc2N(CC)C2CCCCC21,C(Cl)Cl,488,660,172,0.13,64000,4.806179974,https://doi.org/10.1016/j.cclet.2021.06.038
CCN1c2cc3[o+]c4ccccc4c(-c4ccccc4C(=O)OC)c3cc2N(CC)C2CCCCC21,CCO,487,680,193,0.035,66000,4.819543936,https://doi.org/10.1016/j.cclet.2021.06.038
CCN1c2cc3c(cc2C(C)=CC1(C)C)C(c1c(Cl)c(Cl)c(Cl)c(Cl)c1C(=O)O)=c1cc2c(cc1C3(C)C)=[N+](CC)C(C)(C)C=C2C,CCO,700,730,30,0.4,,,https://doi.org/10.1016/j.dyepig.2022.110735
CCN1c2cc3c(cc2C(C)=CC1(C)C)C(c1ccccc1C(=O)O)=c1cc2c(cc1C3(C)C)=[N+](CC)C(C)(C)C=C2C,CCO,670,700,30,0.55,,,https://doi.org/10.1016/j.dyepig.2022.110735
CCN1c2cc3c(cc2C(C)=CC1(C)C)C=C1C=CC(=[N+](C)C)C=C1C3(C)C,CCO,634,658,24,0.62,,,https://doi.org/10.1016/j.dyepig.2022.110735
CCN1c2cc3c(cc2C(C)=CC1(C)C)C=c1cc2c(cc1C3(C)C)=[N+](C)C(C)(C)C=C2C,CCO,664,688,24,0.49,,,https://doi.org/10.1016/j.dyepig.2022.110735
CCN1c2cc3c(cc2C(C)=CC1(C)C)C=c1cc2c(cc1C3(C)C)=[N+](C)CC2,CCO,647,675,28,0.55,,,https://doi.org/10.1016/j.dyepig.2022.110735
CCN1c2cc3c(cc2C(C)=CC1(C)C)C=c1cc2c(cc1C3(C)C)=[N+](C)CCC2,CCO,647,664,17,0.58,,,https://doi.org/10.1016/j.dyepig.2022.110735
CCN1CC2CCC[N+]2=c2cc3c(cc21)=C(c1ccccc1C(=O)O)c1ccc2cc(O)ccc2c1O3,O,543,660,117,,14900,4.173186268,https://doi.org/10.1002/cmtd.202000068
CCN1CC2CCCCN2c2cc3oc4c(Cl)c(=O)ccc-4c(-c4ccccc4C(=O)O)c3cc21,O,557,706,149,,,,https://doi.org/10.1002/cmtd.202000068
CCN1CC2CCCN2c2cc3oc4c(Cl)c(=O)ccc-4c(-c4ccccc4C(=O)O)c3cc21,O,551,662,111,,,,https://doi.org/10.1002/cmtd.202000068
CCN1CC2CCCN2c2cc3oc4cc(=O)ccc-4c(-c4ccccc4C(=O)O)c3cc21,O,543,656,113,,,,https://doi.org/10.1002/cmtd.202000068
CCN1CCc2cc3c(cc21)[Si](C)(C)c1cc2c(cc1=C3c1ccccc1C(=O)O)CC[N+]=2CC,CCO,693,713,20,0.023,110000,5.041392685,https://doi.org/10.1016/j.dyepig.2022.110735
CCN1CCc2cc3c(cc21)C(C)(C)c1cc2c(cc1=C3)CC[N+]=2C,CCO,633,657,24,0.63,,,https://doi.org/10.1016/j.dyepig.2022.110735
CCN1CCCc2cc3c(cc21)C(C)(C)c1cc2c(cc1=C3)CC[N+]=2C,CCO,629,650,21,0.69,,,https://doi.org/10.1016/j.dyepig.2022.110735
CCN1CCCc2cc3c(cc21)C(C)(C)c1cc2c(cc1=C3)CCC[N+]=2C,CCO,626,648,22,0.87,,,https://doi.org/10.1016/j.dyepig.2022.110735
CCN1CCCc2cc3c(cc21)C(C)(C)c1cc2c(cc1=C3c1c(Cl)c(Cl)c(Cl)c(Cl)c1C(=O)O)C(C)=CC(C)(C)[N+]=2CC,CCO,683,713,30,0.45,,,https://doi.org/10.1016/j.dyepig.2022.110735
CCN1CCCc2cc3c(cc21)C(C)(C)c1cc2c(cc1=C3c1c(Cl)c(Cl)c(Cl)c(Cl)c1C(=O)O)CCC[N+]=2CC,CCO,662,692,30,0.6,,,https://doi.org/10.1016/j.dyepig.2022.110735
CCN1CCCc2cc3c(cc21)C(C)(C)c1cc2c(cc1=C3c1ccccc1C(=O)O)C(C)=CC(C)(C)[N+]=2CC,CCO,653,683,30,0.7,,,https://doi.org/10.1016/j.dyepig.2022.110735
CCN1CCCc2cc3c(cc21)C(C)(C)c1cc2c(cc1=C3c1ccccc1C(=O)O)CCC[N+]=2CC,CCO,632,662,30,0.85,,,https://doi.org/10.1016/j.dyepig.2022.110735
CCN1CCN(CC)c2cc3c(-c4ccccc4C(=O)O)c4ccc(=O)cc-4oc3cc21,O,545,668,123,,,,https://doi.org/10.1002/cmtd.202000068
CCN1CCN(CC)c2cc3c(cc21)Oc1cc2c(cc1=C3c1ccccc1C(=O)O)N(CC)CC[N+]=2CC,CC#N,604,653,49,,,,https://doi.org/10.1016/j.dyepig.2013.06.013
CCN1CCN(CC)c2cc3c(cc21)Oc1cc2c(cc1=C3c1ccccc1C(=O)O)N(CC)CC[N+]=2CC,CCO,597,644,47,,,,https://doi.org/10.1016/j.dyepig.2013.06.013
CCN1CCN(CC)c2cc3c(cc21)Oc1cc2c(cc1=C3c1ccccc1C(=O)O)N(CC)CC[N+]=2CC,CS(=O)C,603,652,49,,,,https://doi.org/10.1016/j.dyepig.2013.06.013
CCN1CCN(CC)c2cc3c(cc21)Oc1cc2c(cc1=C3c1ccccc1C(=O)O)N(CC)CC[N+]=2CC,C(Cl)Cl,603,652,49,,,,https://doi.org/10.1016/j.dyepig.2013.06.013
CCN1CCN(CC)c2cc3c(cc21)Oc1cc2c(cc1=C3c1ccccc1C(=O)O)N(CC)CC[N+]=2CC,CN(C)C=O,601,651,50,,,,https://doi.org/10.1016/j.dyepig.2013.06.013
CCN1CCN(CC)c2cc3c(cc21)Oc1cc2c(cc1=C3c1ccccc1C(=O)O)N(CC)CC[N+]=2CC,CO,598,645,47,,,,https://doi.org/10.1016/j.dyepig.2013.06.013
CCN1CCN(CC)c2cc3c(cc21)Oc1cc2c(cc1=C3c1ccccc1C(=O)OC)N(CC)CC[N+]=2CC,C(Cl)Cl,616,655,39,,,,https://doi.org/10.1016/j.dyepig.2013.06.013
CCN1CCN(CC)c2cc3c(cc21)Oc1cc2c(cc1=C3c1ccccc1C(=O)OC)N(CC)CC[N+]=2CC,CO,612,656,44,,,,https://doi.org/10.1016/j.dyepig.2013.06.013
CCN1CCN(CC)c2cc3c(cc21)Oc1cc2c(cc1=C3c1ccccc1C(=O)OC)N(CC)CC[N+]=2CC,CS(=O)C,626,668,42,,,,https://doi.org/10.1016/j.dyepig.2013.06.013
CCN1CCN(CC)c2cc3c(cc21)Oc1cc2c(cc1=C3c1ccccc1C(=O)OC)N(CC)CC[N+]=2CC,CC#N,614,660,46,,,,https://doi.org/10.1016/j.dyepig.2013.06.013
CCN1CCN(CC)c2cc3c(cc21)Oc1cc2c(cc1=C3c1ccccc1C(=O)OC)N(CC)CC[N+]=2CC,CN(C)C=O,622,664,42,,,,https://doi.org/10.1016/j.dyepig.2013.06.013
CCN1CCN(CC)c2cc3c(cc21)Oc1cc2c(cc1=C3c1ccccc1C(=O)OC)N(CC)CC[N+]=2CC,CCO,613,656,43,,,,https://doi.org/10.1016/j.dyepig.2013.06.013
CCNc1cc2c(cc1C)C(c1ccccc1C(=O)O)=C1CCCC(/C=C/C3=[N+](C)c4ccc5ccccc5c4C3(C)C)=C1O2,CO,710,744,34,0.33,130220,5.114677691,DOI: 10.1021/ja209292b
CCNc1cc2c(cc1C)C(c1ccccc1C(=O)O)=C1CCCC(/C=C/C3=[N+](C)c4ccc5ccccc5c4C3(C)C)=C1O2,C(Cl)(Cl)Cl,722,748,26,0.48,119854,5.078652533,DOI: 10.1021/ja209292b
CCNc1cc2c(cc1C)C(c1ccccc1C(=O)O)=C1CCCC(/C=C/C3=[N+](C)c4ccc5ccccc5c4C3(C)C)=C1O2,CC#N,716,749,33,0.22,,,DOI: 10.1021/ja209302b
CCNc1cc2c(cc1C)C(c1ccccc1C(=O)O)=C1CCCC(/C=C/C3=[N+](C)c4ccc5ccccc5c4C3(C)C)=C1O2,CCO,708,741,33,0.34,135880,5.133155538,DOI: 10.1021/ja209292b
CCNc1cc2c(cc1C)C(c1ccccc1C(=O)O)=C1CCCC(/C=C/C3=[N+](C)c4ccccc4C3(C)C)=C1O2,CCO,688,721,33,0.56,131500,5.118925753,DOI: 10.1021/ja209292b
CCNc1cc2c(cc1C)C(c1ccccc1C(=O)O)=C1CCCC(/C=C/C3=[N+](C)c4ccccc4C3(C)C)=C1O2,C(Cl)(Cl)Cl,702,722,20,0.54,115281,5.061757735,DOI: 10.1021/ja209292b
CCNc1cc2c(cc1C)C(c1ccccc1C(=O)O)=C1CCCC(/C=C/C3=[N+](C)c4ccccc4C3(C)C)=C1O2,O,690,725,35,0.19,114950,5.060508976,DOI: 10.1021/ja209292b
CCNc1cc2c(cc1C)C(c1ccccc1C(=O)O)=C1CCCC(/C=C/C3=[N+](C)c4ccccc4C3(C)C)=C1O2,CO,690,720,30,0.55,130678,5.116202479,DOI: 10.1021/ja209292b
CCNc1cc2c(cc1C)C(c1ccccc1C(=O)O)=C1CCCC(/C=C/C3=[N+](C)c4ccccc4C3(C)C)=C1O2,CC#N,696,728,32,0.32,,,DOI: 10.1021/ja209299b
CCNc1cc2c(cc1C)C1(c3cc(C)c(NCC)cc3O2)c2ccccc2C(=O)N1NC(=O)c1ccc(F)cc1,CN(C)C=O,535,560,25,0.036,,,https://doi.org/10.1016/j.saa.2020.118667
CCNc1cc2c(cc1C)C1(c3cc(C)c(NCC)cc3O2)c2ccccc2C(=O)N1NC(=O)c1ccc(F)cc1,CC#N,525,545,20,0.072,,,https://doi.org/10.1016/j.saa.2020.118667
CCNc1cc2c(cc1C)C1(c3cc(C)c(NCC)cc3O2)c2ccccc2C(=O)N1NC(=O)c1ccc(F)cc1,CO,529,550,21,0.039,,,https://doi.org/10.1016/j.saa.2020.118667
CCNc1cc2c(cc1C)C1(c3cc(C)c(NCC)cc3O2)c2ccccc2C(=O)N1NC(=O)c1ccc(F)cc1,C(Cl)(Cl)Cl,530,536,6,0.041,,,https://doi.org/10.1016/j.saa.2020.118667
CCNc1cc2c(cc1C)C1(c3cc(C)c(NCC)cc3O2)c2ccccc2C(=O)N1NC(=O)c1ccc(OC)cc1,CO,530,551,21,0.078,,,https://doi.org/10.1016/j.saa.2020.118667
CCNc1cc2c(cc1C)C1(c3cc(C)c(NCC)cc3O2)c2ccccc2C(=O)N1NC(=O)c1ccc(OC)cc1,CC#N,525,549,24,0.127,,,https://doi.org/10.1016/j.saa.2020.118667
CCNc1cc2c(cc1C)C1(c3cc(C)c(NCC)cc3O2)c2ccccc2C(=O)N1NC(=O)c1ccc(OC)cc1,CN(C)C=O,535,560,25,0.087,,,https://doi.org/10.1016/j.saa.2020.118667
CCNc1cc2c(cc1C)C1(c3cc(C)c(NCC)cc3O2)c2ccccc2C(=O)N1NC(=O)c1ccc(OC)cc1,C(Cl)(Cl)Cl,530,543,13,0.099,,,https://doi.org/10.1016/j.saa.2020.118667
CCNc1cc2c(cc1C)C1(c3cc(C)c(NCC)cc3O2)c2ccccc2C(=O)N1NC(=O)c1cccc(O)c1,C(Cl)(Cl)Cl,532,540,8,0.083,,,https://doi.org/10.1016/j.saa.2020.118667
CCNc1cc2c(cc1C)C1(c3cc(C)c(NCC)cc3O2)c2ccccc2C(=O)N1NC(=O)c1cccc(O)c1,CO,524,545,21,0.091,,,https://doi.org/10.1016/j.saa.2020.118667
CCNc1cc2c(cc1C)C1(c3cc(C)c(NCC)cc3O2)c2ccccc2C(=O)N1NC(=O)c1cccc(O)c1,CC#N,522,546,24,0.132,,,https://doi.org/10.1016/j.saa.2020.118667
CCNc1cc2c(cc1C)C1(c3cc(C)c(NCC)cc3O2)c2ccccc2C(=O)N1NC(=O)c1cccc(O)c1,CN(C)C=O,531,557,26,0.09,,,https://doi.org/10.1016/j.saa.2020.118667
CCNc1cc2c(cc1C)C1(c3cc(C)c(NCC)cc3O2)c2ccccc2C(=O)N1NC(=O)c1cccc(OC)c1,CC#N,525,547,22,0.095,,,https://doi.org/10.1016/j.saa.2020.118667
CCNc1cc2c(cc1C)C1(c3cc(C)c(NCC)cc3O2)c2ccccc2C(=O)N1NC(=O)c1cccc(OC)c1,CN(C)C=O,535,560,25,0.074,,,https://doi.org/10.1016/j.saa.2020.118667
CCNc1cc2c(cc1C)C1(c3cc(C)c(NCC)cc3O2)c2ccccc2C(=O)N1NC(=O)c1cccc(OC)c1,C(Cl)(Cl)Cl,529,538,9,0.08,,,https://doi.org/10.1016/j.saa.2020.118667
CCNc1cc2c(cc1C)C1(c3cc(C)c(NCC)cc3O2)c2ccccc2C(=O)N1NC(=O)c1cccc(OC)c1,CO,527,550,23,0.084,,,https://doi.org/10.1016/j.saa.2020.118667
CCNc1cc2c(cc1C)C1(c3cc(C)c(NCC)cc3O2)c2ccccc2C(=O)N1NC(=O)c1ccccc1,CN(C)C=O,538,555,17,0.081,,,https://doi.org/10.1016/j.saa.2020.118667
CCNc1cc2c(cc1C)C1(c3cc(C)c(NCC)cc3O2)c2ccccc2C(=O)N1NC(=O)c1ccccc1,CO,525,548,23,0.219,,,https://doi.org/10.1016/j.saa.2020.118667
CCNc1cc2c(cc1C)C1(c3cc(C)c(NCC)cc3O2)c2ccccc2C(=O)N1NC(=O)c1ccccc1,C(Cl)(Cl)Cl,507,535,28,0.094,,,https://doi.org/10.1016/j.saa.2020.118667
CCNc1cc2c(cc1C)C1(c3cc(C)c(NCC)cc3O2)c2ccccc2C(=O)N1NC(=O)c1ccccc1,CC#N,531,545,14,0.062,,,https://doi.org/10.1016/j.saa.2020.118667
CCNc1cc2c(cc1C)C1(c3cc(C)c(NCC)cc3O2)c2ccccc2C(=O)N1NC(=O)c1ccccc1F,CN(C)C=O,537,557,20,0.066,,,https://doi.org/10.1016/j.saa.2020.118667
CCNc1cc2c(cc1C)C1(c3cc(C)c(NCC)cc3O2)c2ccccc2C(=O)N1NC(=O)c1ccccc1F,CO,530,550,20,0.054,,,https://doi.org/10.1016/j.saa.2020.118667
CCNc1cc2c(cc1C)C1(c3cc(C)c(NCC)cc3O2)c2ccccc2C(=O)N1NC(=O)c1ccccc1F,CC#N,526,548,22,0.079,,,https://doi.org/10.1016/j.saa.2020.118667
CCNc1cc2c(cc1C)C1(c3cc(C)c(NCC)cc3O2)c2ccccc2C(=O)N1NC(=O)c1ccccc1F,C(Cl)(Cl)Cl,524,538,14,0.086,,,https://doi.org/10.1016/j.saa.2020.118667
CCNc1cc2c(cc1C)C1(c3cc(C)c(NCC)cc3O2)c2ccccc2C(=O)N1NC(=O)c1ccccc1O,C(Cl)(Cl)Cl,523,536,13,0.035,,,https://doi.org/10.1016/j.saa.2020.118667
CCNc1cc2c(cc1C)C1(c3cc(C)c(NCC)cc3O2)c2ccccc2C(=O)N1NC(=O)c1ccccc1O,CN(C)C=O,537,557,20,0.027,,,https://doi.org/10.1016/j.saa.2020.118667
CCNc1cc2c(cc1C)C1(c3cc(C)c(NCC)cc3O2)c2ccccc2C(=O)N1NC(=O)c1ccccc1O,CO,527,552,25,0.04,,,https://doi.org/10.1016/j.saa.2020.118667
CCNc1cc2c(cc1C)C1(c3cc(C)c(NCC)cc3O2)c2ccccc2C(=O)N1NC(=O)c1ccccc1O,CC#N,522,550,28,0.022,,,https://doi.org/10.1016/j.saa.2020.118667
CCNc1cc2c(cc1C)C1(OC(=O)c3ccccc31)c1ccc(N(CC)CC)cc1O2,O,535,560,25,0.43,38800,4.588831726,https://doi.org/10.1016/j.freeradbiomed.2018.04.563
CCNc1cc2oc3c/c(=[NH+]/CC)c(C)cc-3c(-c3ccccc3C(=O)N3CCNCC3)c2cc1C,O,537,561,24,,,,https://doi.org/10.1002/cmtd.202000068
CCNc1cc2oc3c/c(=[NH+]/CC)c(C)cc-3c(-c3ccccc3C(=O)OCC)c2cc1C,CN(C)C=O,534,562,28,0.75,,,https://doi.org/10.1016/j.jlumin.2013.07.066
CCNc1cc2oc3c/c(=[NH+]/CC)c(C)cc-3c(-c3ccccc3C(=O)OCC)c2cc1C,CCOC(=O)C,533,559,26,,,,https://doi.org/10.1016/j.optlastec.2020.106868
CCNc1cc2oc3c/c(=[NH+]/CC)c(C)cc-3c(-c3ccccc3C(=O)OCC)c2cc1C,CO,527,,,,,,https://doi.org/10.1016/j.jlumin.2003.12.041
CCNc1cc2oc3c/c(=[NH+]/CC)c(C)cc-3c(-c3ccccc3C(=O)OCC)c2cc1C,O,525,554,29,0.95,,,https://doi.org/10.1016/j.jlumin.2013.07.066
CCNc1cc2oc3c/c(=[NH+]/CC)c(C)cc-3c(-c3ccccc3C(=O)OCC)c2cc1C,C(Cl)Cl,535,562,27,,,,https://doi.org/10.1016/j.optlastec.2020.106868
CCNc1cc2oc3c/c(=[NH+]/CC)c(C)cc-3c(-c3ccccc3C(=O)OCC)c2cc1C,CCO,527,552,25,0.95,,,https://doi.org/10.1016/j.jlumin.2013.07.066
CCNc1cc2oc3c/c(=[NH+]/CC)c(C)cc-3c(-c3ccccc3C(=O)OCC)c2cc1C,CC#N,524,552,28,0.94,,,https://doi.org/10.1016/j.jlumin.2013.07.066
CCNc1cc2oc3c/c(=[NH+]/CC)c(C)cc-3c(-c3ccccc3N)c2cc1C,CO,529,,,,,,https://doi.org/10.1016/j.jlumin.2003.12.041
CCNc1cc2oc3c/c(=[NH+]\CC)c(C)cc-3c(-c3ccccc3C(=O)OCC)c2cc1C,O,527,528,1,0.95,81000,4.908485019,https://doi.org/10.1016/j.chempr.2021.11.023
CCNc1cc2oc3c/c(=[NH+]\CC)c(C)cc-3c(-c3ccccc3C(=O)OCC)c2cc1C,O,527,528,1,0.95,81000,4.908485019,http://dx.doi.org/10.1016/j.jlumin.2013.07.066
CCNc1cc2oc3c/c(=[NH+]\CC)c(C)cc-3c(-c3ccccc3C(=O)OCC)c2cc1C,CN(C)C=O,534,562,28,0.75,,,http://dx.doi.org/10.1016/j.jlumin.2013.07.066
CCNc1cc2oc3c/c(=[NH+]\CC)c(C)cc-3c(-c3ccccc3C(=O)OCC)c2cc1C,O,525,554,29,0.95,,,https://doi.org/10.1016/j.chempr.2021.11.023
CCNc1cc2oc3c/c(=[NH+]\CC)c(C)cc-3c(-c3ccccc3C(=O)OCC)c2cc1C,O,525,554,29,0.95,,,http://dx.doi.org/10.1016/j.jlumin.2013.07.066
CCNc1cc2oc3c/c(=[NH+]\CC)c(C)cc-3c(-c3ccccc3C(=O)OCC)c2cc1C,CC#N,524,552,28,0.94,,,http://dx.doi.org/10.1016/j.jlumin.2013.07.066
CCNc1cc2oc3c/c(=[NH+]\CC)c(C)cc-3c(-c3ccccc3C(=O)OCC)c2cc1C,CCO,527,552,25,0.95,,,http://dx.doi.org/10.1016/j.jlumin.2013.07.066
CCNc1ccc2c(-c3ccccc3C(=O)OCC)c3cc/c(=[NH+]\CC)cc-3oc2c1,CO,527,,,,,,https://doi.org/10.1016/j.jlumin.2003.12.041
CCOC(=O)/C(C#N)=C/C1=C2Oc3cc4ccccc4cc3C(/N=C/N(C)C)=C2CC(C(C)(C)C)C1,CO,537,611,74,0.0123,61000,4.785329835,https://doi.org/10.1016/j.molstruc.2020.129191
CCOC(=O)/C(C#N)=C/C1=C2Oc3cc4ccccc4cc3C(/N=C/N(C)C)=C2CC(C(C)(C)CC)C1,CO,530,611,81,0.0121,61000,4.785329835,https://doi.org/10.1016/j.molstruc.2020.129191
CCOC(=O)/C(C#N)=C/C1=C2Oc3cc4ccccc4cc3C(/N=C/N(C)C)=C2CC(C)C1,CO,526,611,85,0.0123,61100,4.78604121,https://doi.org/10.1016/j.molstruc.2020.129191
CCOC(=O)/C(C#N)=C/C1=C2Oc3cc4ccccc4cc3C(/N=C/N(C)C)=C2CC1,CO,538,608,70,0.0258,61600,4.789580712,https://doi.org/10.1016/j.molstruc.2020.129191
CCOC(=O)/C(C#N)=C/C1=C2Oc3cc4ccccc4cc3C(/N=C/N(C)C)=C2CC1,CC#N,538,612,74,0.0225,61200,4.786751422,https://doi.org/10.1016/j.molstruc.2020.129191
CCOC(=O)/C(C#N)=C/C1=C2Oc3cc4ccccc4cc3C(/N=C/N(C)C)=C2CC1,C1CCOC1,538,610,72,0.0216,60800,4.783903579,https://doi.org/10.1016/j.molstruc.2020.129191
CCOC(=O)/C(C#N)=C/C1=C2Oc3cc4ccccc4cc3C(/N=C/N(C)C)=C2CC1,C(Cl)Cl,539,611,72,0.0227,61100,4.78604121,https://doi.org/10.1016/j.molstruc.2020.129191
CCOC(=O)/C(C#N)=C/C1=C2Oc3cc4ccccc4cc3C(/N=C/N(C)C)=C2CCC1,C(Cl)Cl,530,611,81,0.0115,60800,4.783903579,https://doi.org/10.1016/j.molstruc.2020.129191
CCOC(=O)/C(C#N)=C/C1=C2Oc3cc4ccccc4cc3C(/N=C/N(C)C)=C2CCC1,CO,526,610,84,0.0121,61200,4.786751422,https://doi.org/10.1016/j.molstruc.2020.129191
CCOC(=O)/C(C#N)=C/C1=C2Oc3cc4ccccc4cc3C(/N=C/N(C)C)=C2CCC1,CC#N,526,615,89,0.0111,60700,4.783188691,https://doi.org/10.1016/j.molstruc.2020.129191
CCOC(=O)/C(C#N)=C/C1=C2Oc3cc4ccccc4cc3C(/N=C/N(C)C)=C2CCC1,C1CCOC1,530,608,78,0.0104,60500,4.781755375,https://doi.org/10.1016/j.molstruc.2020.129191
